2701.391102,2621.078967,3048.518994,2372.190700,2397.038543
2539.824658,2273.842837,2697.197760,2489.729816,2144.031689
2549.717785,2348.067434,2215.504271,2797.678514,2032.592535
2377.708634,2474.339071,2191.737048,2762.936030,2363.800060
1891.889669,2762.360725,2418.057577,2878.409874,2407.170933
2176.764776,2485.739314,2814.373812,2862.522346,1933.370330
2274.468229,2204.713787,2281.062950,2392.630195,2512.132676
2250.073739,2143.512888,2059.955944,2641.131101,2302.470613
2062.021542,2617.144362,2368.968255,2557.250111,2678.410999
2721.501812,2554.938238,2591.758051,2915.082519,2460.148207
2396.791740,1947.162200,2355.862327,2552.801281,2549.588287
2009.998492,2592.184027,2939.313144,2732.785140,2499.869135
1978.013758,2307.501616,2871.000061,2287.652113,2240.886033
2439.037774,2264.510996,2771.878893,2405.276728,2570.398386
2428.573201,2399.250415,2330.198251,2841.963298,2520.402787
2450.181072,2816.241813,2175.607299,2831.360430,2511.062784
2084.319330,2266.731696,2321.634125,2858.114295,2626.074239
2169.563371,2248.186535,2757.675820,2979.175744,2658.519515
2183.809309,2922.440706,2390.564550,4308.772831,1947.872439
2532.965842,2777.996023,3059.518584,4271.449624,1461.408125
2862.558751,3219.220111,3006.896325,4255.980949,1461.409146
2857.855126,3219.655247,3011.345014,4239.555411,1461.407274
2701.380065,2766.203254,3055.335000,4170.078686,1462.258999
2446.006677,2904.019484,2799.699607,4166.514034,1461.421646
2625.610838,2321.925938,2331.308322,3273.799820,1167.894725
3571.385409,2412.817500,1848.879251,3504.918534,1167.950304
3942.514206,2653.880066,2802.061829,4214.546518,1461.419061
3775.249805,1940.159661,1763.272728,3297.470247,1167.887134
3259.678764,1910.933570,1783.136424,3575.625073,1167.887771
3651.381491,2470.674339,2475.892839,4214.049872,1461.804437
2772.682616,2495.455085,2467.886021,3449.884423,1167.892128
2833.707499,2911.310179,2695.215934,4185.885253,1461.408687
2846.380591,2920.456148,2918.768088,4128.093978,1461.407274
2530.780993,2803.826772,2811.253949,4022.453502,1334.750463
