194.962084,220.563067,343.694927
194.054310,220.865923,344.345776
196.511627,221.500703,344.841955
192.851149,220.477323,343.711007
193.942981,220.695320,343.978385
191.363135,220.391550,343.623812
189.956969,221.031016,344.521546
193.800384,220.805140,344.197098
194.102012,221.010616,344.419752
191.747582,220.546992,343.937144
197.659625,220.850541,344.147993
190.668546,220.789558,344.272540
193.312786,221.223712,344.756029
195.174575,220.691808,343.988663
193.134364,220.994451,344.382899
192.602382,220.492243,343.952890
195.924863,220.703038,344.053129
190.510769,220.116166,343.108322
194.499740,220.520992,343.978996
202.672457,220.797408,344.332497
194.915290,221.257762,344.526492
194.546165,220.654812,343.596515
191.333416,220.646597,344.097850
189.082770,220.787579,343.937412
188.450301,221.099531,344.528524
193.571421,220.257726,343.695852
195.356891,220.235982,343.014440
195.291690,220.531863,343.741872
206.504864,220.810921,344.300869
193.363243,220.579428,343.982166
195.216343,220.706594,343.848533
193.245547,220.665413,343.890486
191.810627,221.090671,344.521080
198.570942,220.535757,343.788781
193.648080,220.614502,344.087947
192.546772,220.878887,344.315466
189.858063,221.100007,344.548318
188.541570,220.613696,344.113753
192.702883,220.125616,343.350447
190.532794,220.267043,343.693148
189.018145,220.418284,343.801144
192.341490,220.960507,344.495139
191.687783,220.187271,343.671564
196.744880,220.678810,344.060992
193.125322,220.389602,343.553378
190.288991,220.675822,343.948392
190.001566,220.832602,344.297711
188.817409,220.448435,343.789731
194.193361,221.023571,344.575965
198.291985,220.952431,344.296100
207.473103,221.182758,344.633297
193.589623,220.960486,344.245904
194.753706,220.384171,343.599925
192.022647,221.080250,344.723062
191.147969,220.780885,343.998158
187.528421,220.252702,343.727366
193.641290,220.193687,343.010637
190.151346,220.962575,344.496827
191.768100,220.355521,343.333931
188.298484,220.862983,344.242823
204.999532,220.486757,343.841822
254.357540,220.595468,344.101778
187.527646,221.045852,344.456613
261.409683,220.589411,344.181627
247.252627,221.001887,344.606965
192.936977,220.464160,343.935047
186.076426,220.353522,343.175755
244.902476,220.492206,343.948011
218.185432,220.961853,344.395943
190.953216,219.789175,342.775853
232.095335,220.752442,344.424644
256.351064,221.164689,344.779385
261.330244,221.377551,344.966480
257.920438,220.891870,344.500494
245.147690,220.986904,344.580898
258.930668,220.814714,344.420995
239.599624,221.311318,344.897931
248.933395,221.118592,344.714826
245.171463,220.787668,344.338607
259.177145,221.006420,344.676310
224.450990,220.977049,344.551098
196.118980,220.695519,344.039452
194.545779,220.707410,344.019679
199.098120,220.917098,344.318203
190.866269,221.124603,344.551100
194.919996,220.594784,343.928031
202.684973,220.785253,344.302011
205.164352,220.537032,343.993122
199.319001,220.193765,343.787984
199.221392,220.737240,344.268104
219.307081,220.581669,343.821191
235.627719,221.421415,344.936932
229.694325,220.934703,344.432994
233.047455,220.721432,344.385141
220.748856,220.810890,344.352800
193.857471,220.774151,344.108069
202.347462,220.406412,343.758699
200.117472,220.717199,344.104436
229.403911,221.217923,344.686513
220.223045,221.050588,344.481808
244.847898,221.094754,344.691884
271.596280,221.046884,344.715362
278.070396,221.145099,344.765796
278.947208,220.814807,344.411831
278.606186,220.882665,344.452765
276.843027,220.835233,344.416530
277.489834,221.302444,344.804869
274.879226,220.791354,344.407098
276.317447,221.167520,344.741680
276.281651,220.957893,344.610123
229.514695,221.172493,344.757818
236.041238,221.013951,344.465284
235.797691,221.270540,344.736583
233.806767,220.886499,344.411501
235.658552,220.890257,344.358945
233.152078,221.106203,344.714335
236.788536,220.302178,343.977937
234.604140,221.061896,344.634087
235.965401,220.986887,344.560712
