337.429956,468.696517,369.805690
337.698631,469.340085,370.501830
338.384683,470.688993,371.047131
337.871949,468.514310,369.819941
337.076593,468.977554,370.109192
338.440202,468.332043,369.725113
338.006982,469.690908,370.693029
340.012486,469.210922,370.343453
341.553889,469.647558,370.585155
338.710545,468.662358,370.060356
337.429582,469.307399,370.293049
338.454349,469.177811,370.422010
338.780126,470.100388,370.946832
336.965734,469.302369,370.472430
337.472881,469.613208,370.545747
338.236592,468.546017,370.074911
337.682460,469.380225,370.597912
338.980222,467.746853,369.172329
338.461685,468.607108,370.103369
338.176473,469.194492,370.485312
338.730538,470.172743,370.706284
336.547757,469.219461,370.053611
337.498703,468.874019,370.233093
337.032907,469.173605,370.068904
339.373957,469.836504,370.702699
336.586986,468.047667,369.796006
342.914452,468.001462,369.077861
336.974912,468.630208,369.853884
337.359727,469.223207,370.452845
337.919494,468.731284,370.109031
339.622606,469.309269,370.299413
337.782987,468.914002,370.015129
338.188403,469.817675,370.694390
336.515523,468.638483,369.903612
338.425504,468.805817,370.221435
338.041382,469.330901,370.431585
338.500462,469.837516,370.723745
337.958779,468.804103,370.248448
337.738940,467.766934,369.427691
335.840187,468.067466,369.793305
339.711532,468.388853,369.912398
337.476497,469.541077,370.662574
337.855224,467.897951,369.767609
338.063916,468.942470,370.194775
338.605495,468.327904,369.650669
336.580116,468.936121,370.076748
336.989403,469.269280,370.449922
337.456521,468.452924,369.901353
339.350218,469.675089,370.750166
339.067753,469.523916,370.452874
337.828343,470.013361,370.816073
341.200849,469.541033,370.400298
337.828847,468.316363,369.699167
340.920498,469.795531,370.906975
338.409757,469.299045,370.281151
338.209282,468.036991,369.828609
336.679731,467.911585,369.072091
338.948805,469.545471,370.664295
339.710656,468.255483,369.418161
337.849653,469.333838,370.393639
335.303696,468.707526,370.141371
326.969440,469.185065,370.680991
328.400720,470.137466,371.065716
329.393480,468.841049,370.413024
326.508008,469.654506,370.808973
327.555997,468.935903,370.532402
328.099021,469.747634,370.839782
328.989974,468.887553,370.432177
326.826195,469.995907,371.038109
326.573623,468.112569,369.935659
333.694876,469.037100,370.515421
340.976954,469.974964,370.969175
339.213593,470.067526,370.792093
339.984356,469.453324,370.727647
339.806017,469.603731,370.760952
338.431415,469.163699,370.507450
340.313140,470.286551,371.099200
337.308858,469.800494,370.818222
338.808416,469.173795,370.491471
340.545337,469.592813,370.806546
342.344921,469.443732,370.581302
342.234413,469.183789,370.391773
336.746017,469.617609,370.804974
340.440005,469.787826,370.834483
337.013533,470.128745,370.981096
337.535117,469.204038,370.519407
335.138532,469.331928,370.626182
334.687443,469.144877,370.653645
335.673985,468.044373,370.031045
337.077876,469.313985,370.678047
339.443474,469.304498,370.542713
347.650933,470.474383,371.095354
346.532525,469.486580,370.596412
344.597066,468.834150,370.327272
336.775008,469.016285,370.287955
346.858405,469.237838,370.346799
340.657886,468.321498,369.822683
333.997637,468.971089,370.186449
331.633959,470.093550,370.879240
334.356939,469.656569,370.570979
